股票,市场,名称,行业,行业模型,核心指标,PE,PB,10年ROE,ROE波动,5年平均FCF,资产负债率,商誉占比,利息覆盖倍数,分红稳定性,5年营收CAGR,数据年数,缺失字段数,数据质量分,数据质量,杠杆风险,结果,分数,原因
CYTK,US,"Cytokinetics, Incorporated - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,-11.50,262.8%,159.2%,-415303000.00,146.3%,-,-6.56,未分红/不适用,-2.4%,4,6,80,Medium,低,排除,0,科技公司营收增长转负；科技公司自由现金流为负；PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；近5年自由现金流多次为负；资产负债率过高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
CZFS,US,"Citizens Financial Services, Inc. - Common Stock",Banks - Regional,银行,不良率、拨备覆盖、资本充足率,7.69,0.88,10.2%,3.4%,30658000.00,89.0%,2.8%,-,未分红/不适用,11.1%,4,6,80,Medium,中,排除,30,银行需补充不良率/拨备/资本充足率专项数据；资产负债率过高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
CZNC,US,Citizens & Northern Corp - Common Stock,Banks - Regional,银行,不良率、拨备覆盖、资本充足率,19.18,1.10,9.0%,1.6%,30955250.00,89.1%,2.0%,-,未分红/不适用,4.5%,4,6,80,Medium,中,排除,30,银行需补充不良率/拨备/资本充足率专项数据；资产负债率过高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
CZR,US,"Caesars Entertainment, Inc. - Common Stock",Resorts & Casinos,通用,ROE、现金流、资产负债率,-,1.64,-7.0%,17.7%,196000000.00,88.3%,33.0%,0.81,未分红/不适用,2.0%,4,6,80,Medium,中,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率过高；商誉占比偏高；利息覆盖倍数过低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
CZWI,US,"Citizens Community Bancorp, Inc. - Common Stock",Banks - Regional,银行,不良率、拨备覆盖、资本充足率,13.58,1.65,8.4%,1.5%,16834000.00,89.5%,1.8%,-,未分红/不适用,-2.5%,4,6,80,Medium,中,排除,30,银行需补充不良率/拨备/资本充足率专项数据；资产负债率过高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
DAIC,US,"CID HoldCo, Inc. - Common Stock",Information Technology Services,科技,营收增长、自由现金流、研发投入效率,-,22.52,-3772.2%,7707.4%,-5669385.25,97.8%,-,-89.75,未分红/不适用,114.1%,4,0,80,Medium,中,排除,0,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；资产负债率过高；利息覆盖倍数过低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
DAIO,US,Data I/O Corporation - Common Stock,Electronic Components,科技,营收增长、自由现金流、研发投入效率,-,2.12,-14.9%,17.9%,-1286500.00,33.0%,-,-,未分红/不适用,-3.9%,4,6,80,Medium,低,排除,0,科技公司营收增长转负；科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
DAKT,US,"Daktronics, Inc. - Common Stock",Electronic Components,科技,营收增长、自由现金流、研发投入效率,34.82,3.15,3.6%,7.8%,16677000.00,45.9%,0.6%,-1.04,未分红/不适用,7.4%,4,0,80,Medium,低,排除,5,10年净利润波动较大；长期ROE低于5%；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
DARE,US,"Dare Bioscience, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,10.77,-21.2%,468.9%,-15752055.25,91.2%,-,-,未分红/不适用,-53.1%,4,6,80,Medium,中,排除,0,科技公司营收增长转负；科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；资产负债率过高；近5年营收明显下滑；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
DASH,US,"DoorDash, Inc. - Common Stock",Internet Retail,科技,营收增长、自由现金流、研发投入效率,74.22,6.69,-4.4%,12.8%,1249500000.00,48.9%,28.1%,-,未分红/不适用,27.7%,4,6,80,Medium,低,排除,15,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；商誉占比偏高；数据质量为Medium，筛选结果置信度中等
DAVE,US,Dave Inc.  - Class A Common Stock,Software - Application,科技,营收增长、自由现金流、研发投入效率,14.67,14.25,-22.4%,81.3%,92950000.00,27.6%,-,24.86,未分红/不适用,39.3%,4,6,80,Medium,低,排除,30,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等
DBCA,US,D. Boral Acquisition I Corp. - Class A Ordinary Shares,Shell Companies,通用,ROE、现金流、资产负债率,-,-2475.00,-,-,-,122.5%,-,-,未分红/不适用,-,0,3,0,Insufficient,低,数据不足,0,资产负债率过高；数据年数不足，无法进行可靠筛选
DBGI,US,"Digital Brands Group, Inc. - Common Stock",Apparel Retail,消费,ROE、毛利率稳定性、分红稳定性,-,0.37,133.8%,747.2%,-8435655.50,80.3%,13.0%,-53.90,未分红/不适用,-10.6%,4,6,80,Medium,中,排除,0,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；资产负债率偏高；利息覆盖倍数过低；近5年营收增长偏弱；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
DBX,US,"Dropbox, Inc. - Class A Common Stock",Software - Infrastructure,科技,营收增长、自由现金流、研发投入效率,14.50,-3.04,-135.2%,112.7%,830825000.00,163.2%,16.0%,8.86,未分红/不适用,2.7%,4,6,80,Medium,低,排除,5,10年ROE波动较大；长期ROE低于5%；资产负债率过高；数据质量为Medium，筛选结果置信度中等
DCBO,US,Docebo Inc. - Common Shares,Software - Application,科技,营收增长、自由现金流、研发投入效率,14.93,-727.92,26.5%,25.4%,17933000.00,64.1%,7.0%,168.43,未分红/不适用,19.3%,4,6,80,Medium,低,警惕,70,10年ROE波动较大；10年净利润波动较大；数据质量为Medium，筛选结果置信度中等
DCGO,US,DocGo Inc. - Common Stock,Medical Care Facilities,通用,ROE、现金流、资产负债率,-,0.44,-26.4%,67.0%,10135412.50,42.0%,0.0%,-,未分红/不适用,-9.9%,4,6,80,Medium,低,排除,0,PB低但近5年出现亏损；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年营收增长偏弱；数据质量为Medium，筛选结果置信度中等
DCOY,US,Decoy Therapeutics Inc. - Common Stock,Biotechnology,科技,营收增长、自由现金流、研发投入效率,0.04,0.42,-280.8%,70.4%,-12249754.50,46.7%,-,-,未分红/不适用,-,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等
DCTH,US,"Delcath Systems, Inc. - Common Stock",Medical Devices,通用,ROE、现金流、资产负债率,1103.00,3.37,71.2%,391.9%,-13684750.00,10.0%,-,-,未分红/不适用,215.3%,4,6,80,Medium,低,排除,15,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
DCX,US,Digital Currency X Technology Inc. - Class A Ordinary Shares,Auto Manufacturers,科技,营收增长、自由现金流、研发投入效率,0.01,-0.00,137.9%,153.5%,-21227500.00,130.9%,0.6%,-3.16,未分红/不适用,-32.3%,4,0,80,Medium,低,排除,0,科技公司营收增长转负；科技公司自由现金流为负；PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；近5年自由现金流多次为负；资产负债率过高；利息覆盖倍数过低；近5年营收明显下滑；数据质量为Medium，筛选结果置信度中等
DDOG,US,"Datadog, Inc. - Class A Common Stock",Software - Application,科技,营收增长、自由现金流、研发投入效率,530.60,18.46,2.1%,4.3%,660221500.00,43.8%,8.0%,12.49,未分红/不适用,26.9%,4,6,80,Medium,低,排除,45,10年净利润波动较大；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等
DEFT,US,"Defi Technologies, Inc. - Common Stock",Capital Markets,金融,杠杆、资产质量、资本约束,4.24,1.90,-113.7%,116.0%,-100384893.00,81.9%,4.3%,14.59,未分红/不适用,-17.8%,4,6,80,Medium,高,排除,0,金融行业需专项资产质量与资本约束分析；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年营收明显下滑；高杠杆行业，需资产负债表专项分析；数据质量为Medium，筛选结果置信度中等
DERM,US,Journey Medical Corporation - Common Stock,Drug Manufacturers - Specialty & Generic,通用,ROE、现金流、资产负债率,-,5.34,-75.6%,69.7%,-19140333.33,66.3%,-,-2.07,未分红/不适用,-5.7%,4,6,80,Medium,低,排除,0,10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；利息覆盖倍数过低；近5年营收增长偏弱；数据质量为Medium，筛选结果置信度中等
DETX,US,"Liberty Defense Holdings, Ltd. - Common Shares",Security & Protection Services,通用,ROE、现金流、资产负债率,-,-2.81,458.7%,846.6%,-7404482.25,110.5%,-,-9.93,未分红/不适用,-,4,0,80,Medium,低,排除,0,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；近5年自由现金流多次为负；资产负债率过高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
DEVS,US,DevvStream Corp. - Common Stock,Pollution & Treatment Controls,通用,ROE、现金流、资产负债率,-,-0.05,2737.4%,5363.6%,-,265.0%,-,-17.28,未分红/不适用,-,4,0,80,Medium,低,排除,0,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；资产负债率过高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
DFDV,US,DeFi Development Corp. - Common Stock,Asset Management,通用,ROE、现金流、资产负债率,-,1.41,-112.6%,85.5%,-79774870.33,67.7%,0.2%,-7.26,未分红/不适用,74.3%,4,6,80,Medium,中,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
DFLI,US,Dragonfly Energy Holdings Corp - Common Stock,Electrical Equipment & Parts,周期,利润波动、ROE波动、资本开支周期,-,1.97,-149.1%,449.7%,-28735000.00,86.7%,-,-2.46,未分红/不适用,-12.1%,4,6,80,Medium,中,排除,0,周期行业ROE波动显著；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；资产负债率过高；利息覆盖倍数过低；近5年营收增长偏弱；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
DFNS,US,T3 Defense Inc. - Common Stock,Aerospace & Defense,通用,ROE、现金流、资产负债率,0.06,-0.42,-26.1%,294.6%,-3751607.50,22.3%,3.8%,498.47,未分红/不适用,-,4,6,80,Medium,低,排除,0,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等
DFSC,US,"DEFSEC Technologies Inc. - common stock, no R/S concurrent with offering",Aerospace & Defense,通用,ROE、现金流、资产负债率,-,1.43,36.4%,698.0%,-9573984.75,39.6%,-,-36.79,未分红/不适用,89.9%,4,6,80,Medium,低,排除,0,10年内亏损年份过多；10年ROE波动较大；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
DFTX,US,"Definium Therapeutics, Inc.  - Common Shares",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,6.25,-65.1%,38.9%,-,24.5%,4.5%,-32.53,未分红/不适用,-,4,6,80,Medium,低,排除,0,10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
DGICA,US,"Donegal Group, Inc. - Class A Common Stock",Insurance - Property & Casualty,保险,偿付能力、久期缺口、投资收益质量,9.71,0.99,5.6%,6.3%,49389042.00,73.2%,0.2%,73.26,未分红/不适用,4.9%,4,6,80,Medium,中,排除,0,保险需补充偿付能力/久期缺口专项数据；PB低但近5年出现亏损；10年净利润波动较大；资产负债率偏高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
DGICB,US,"Donegal Group, Inc. - Class B Common Stock",Insurance - Property & Casualty,保险,偿付能力、久期缺口、投资收益质量,10.60,1.08,5.6%,6.3%,49389042.00,73.2%,0.2%,73.26,未分红/不适用,4.9%,4,6,80,Medium,中,需专项分析,25,保险需补充偿付能力/久期缺口专项数据；10年净利润波动较大；长期ROE偏低但PE不低；资产负债率偏高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
DGII,US,Digi International Inc. - Common Stock,Communication Equipment,通用,ROE、现金流、资产负债率,55.04,3.52,4.7%,1.2%,63591750.00,31.1%,42.6%,8.90,未分红/不适用,3.5%,4,6,80,Medium,低,排除,20,长期ROE低于5%；商誉占比过高；数据质量为Medium，筛选结果置信度中等
DGNX,US,Diginex Limited - Ordinary Shares,Consulting Services,通用,ROE、现金流、资产负债率,-,2.18,18.6%,98.0%,-6476441.00,27.0%,-,-11.71,未分红/不适用,22.1%,4,0,80,Medium,低,排除,5,10年内亏损年份过多；10年ROE波动较大；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
DGXX,US,Digi Power X Inc. - Common Subordinate Voting Shares,Utilities - Independent Power Producers,通用,ROE、现金流、资产负债率,-,4.11,-36.2%,37.1%,-27729191.00,8.1%,-,-,未分红/不适用,12.2%,4,6,80,Medium,低,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
DH,US,Definitive Healthcare Corp. - Class A Common Stock,Health Information Services,通用,ROE、现金流、资产负债率,-,0.31,-41.7%,39.6%,37093750.00,48.5%,26.8%,-17.54,未分红/不适用,2.7%,4,6,80,Medium,低,排除,0,PB低但近5年出现亏损；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；商誉占比偏高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
DHC,US,Diversified Healthcare Trust  - Common Shares of Beneficial Interest,REIT - Healthcare Facilities,地产,净负债率、现金短债比、资产负债率,-,1.22,-12.3%,8.3%,-,61.8%,-,-0.57,未分红/不适用,6.2%,4,6,80,Medium,低,排除,0,地产需补充净负债率/现金短债比专项数据；10年内亏损年份过多；长期ROE低于5%；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
DIBS,US,"1stdibs.com, Inc. - Common Stock",Internet Content & Information,科技,营收增长、自由现金流、研发投入效率,-,1.73,-16.4%,1.9%,-13314750.00,29.2%,3.3%,-,未分红/不适用,-2.6%,4,6,80,Medium,低,排除,0,科技公司营收增长转负；科技公司自由现金流为负；10年内亏损年份过多；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
DIOD,US,Diodes Incorporated - Common Stock,Semiconductors,科技,营收增长、自由现金流、研发投入效率,53.50,2.39,10.2%,9.1%,123620000.00,20.8%,7.5%,31.24,未分红/不适用,-9.5%,4,6,80,Medium,低,警惕,55,科技公司营收增长转负；10年净利润波动较大；近5年营收增长偏弱；数据质量为Medium，筛选结果置信度中等
DJCO,US,Daily Journal Corp. (S.C.) - Common Stock,Software - Application,科技,营收增长、自由现金流、研发投入效率,6.85,1.63,6.3%,33.4%,5722000.00,28.7%,-,109.68,未分红/不适用,17.5%,4,6,80,Medium,低,警惕,70,10年ROE波动较大；10年净利润波动较大；数据质量为Medium，筛选结果置信度中等
DJT,US,Trump Media & Technology Group Corp. - Common Stock,Internet Content & Information,科技,营收增长、自由现金流、研发投入效率,-,1.93,-147.3%,301.1%,-23213400.00,37.4%,4.6%,-25.03,未分红/不适用,35.8%,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
DKI,US,DarkIris Inc. - Class A Ordinary Shares,Electronic Gaming & Multimedia,科技,营收增长、自由现金流、研发投入效率,-,1.00,11.3%,125.6%,-819997.00,19.7%,-,-,未分红/不适用,59.7%,3,0,60,Medium,低,警惕,55,科技公司自由现金流为负；10年ROE波动较大；10年净利润波动较大；数据质量为Medium，筛选结果置信度中等
DKNG,US,DraftKings Inc. - Class A Common Stock,Gambling,通用,ROE、现金流、资产负债率,287.17,21.18,-62.3%,48.1%,-9749250.00,86.1%,35.3%,-,未分红/不适用,39.3%,4,6,80,Medium,中,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率过高；商誉占比偏高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
DLHC,US,DLH Holdings Corp. - Common Stock,Specialty Business Services,通用,ROE、现金流、资产负债率,-,0.75,8.7%,11.4%,20071000.00,61.1%,47.5%,1.13,未分红/不适用,-4.5%,4,6,80,Medium,低,排除,5,10年净利润波动较大；商誉占比过高；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
DLO,US,DLocal Limited - Class A Common Shares,Software - Infrastructure,科技,营收增长、自由现金流、研发投入效率,17.89,6.03,29.8%,4.7%,185142000.00,63.0%,-,901.21,未分红/不适用,37.7%,4,6,80,Medium,低,通过,85,数据质量为Medium，筛选结果置信度中等
DLPN,US,"Dolphin Entertainment, Inc. - Common Stock",Advertising Agencies,通用,ROE、现金流、资产负债率,-,1.70,-69.1%,54.1%,-2833416.25,83.4%,36.9%,-0.38,未分红/不适用,11.9%,4,6,80,Medium,中,排除,0,10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；资产负债率偏高；商誉占比偏高；利息覆盖倍数过低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
DLTH,US,Duluth Holdings Inc. - Class B Common Stock,Apparel Retail,消费,ROE、毛利率稳定性、分红稳定性,-,0.66,-9.3%,10.7%,-11887000.00,58.7%,-,-1.90,未分红/不适用,-4.7%,4,6,80,Medium,低,排除,0,消费公司长期ROE不够突出；PB低但近5年出现亏损；10年内亏损年份过多；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；利息覆盖倍数过低；数据质量为Medium，筛选结果置信度中等
DLTR,US,"Dollar Tree, Inc. - Common Stock",Discount Stores,通用,ROE、现金流、资产负债率,15.19,4.77,-9.3%,48.8%,1355700000.00,72.1%,3.1%,20.06,未分红/不适用,8.0%,4,6,80,Medium,中,排除,0,10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率偏高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
DLXY,US,Delixy Holdings Limited - Class A Ordinary Shares,Oil & Gas Refining & Marketing,周期,利润波动、ROE波动、资本开支周期,-,3.73,-1027.3%,2149.0%,-5246000.00,99.6%,-,-,未分红/不适用,-1.3%,4,0,80,Medium,中,排除,0,周期行业ROE波动显著；周期行业利润弹性过大；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；资产负债率过高；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
DMAC,US,DiaMedica Therapeutics Inc. - Common Stock,Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,5.82,-49.8%,11.0%,-20386750.00,8.6%,-,-,未分红/不适用,-,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；10年内亏损年份过多；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
DMII,US,Drugs Made In America Acquisition II Corp. - Ordinary Shares,Shell Companies,通用,ROE、现金流、资产负债率,66.87,-35.95,0.9%,-,-,3.5%,-,-,未分红/不适用,-,1,3,20,Low,低,数据不足,0,长期ROE低于5%；数据年数不足，无法进行可靠筛选
DMLP,US,"Dorchester Minerals, L.P. - Common Units Representing Limited Partnership Interests",Oil & Gas E&P,周期,利润波动、ROE波动、资本开支周期,19.78,4.28,-,-,-,1.4%,-,-,未分红/不适用,-3.6%,4,6,80,Medium,未知,通过,85,数据质量为Medium，筛选结果置信度中等
DMRA,US,"Damora Therapeutics, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,-0.22,-110.3%,21.1%,-43128000.00,7.7%,-,-,未分红/不适用,-,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等
DMRC,US,Digimarc Corporation - Common Stock,Software - Application,科技,营收增长、自由现金流、研发投入效率,-,6.95,-69.8%,9.0%,-27207000.00,24.0%,17.1%,-,未分红/不适用,3.9%,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；10年内亏损年份过多；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
DNLI,US,Denali Therapeutics Inc. - Common Stock,Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,2.89,-32.6%,14.9%,-354796750.00,11.5%,-,-,未分红/不适用,-,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
DNMX,US,Dynamix Corporation III - Class A Ordinary Shares,Shell Companies,通用,ROE、现金流、资产负债率,-,-39.29,-,-,-,4.1%,-,-,未分红/不适用,-,0,3,0,Insufficient,低,数据不足,0,数据年数不足，无法进行可靠筛选
DNTH,US,"Dianthus Therapeutics, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,3.91,-30.4%,6.7%,-68434500.00,7.1%,-,-,未分红/不适用,-31.8%,4,6,80,Medium,低,排除,0,科技公司营收增长转负；科技公司自由现金流为负；10年内亏损年份过多；长期ROE低于5%；近5年自由现金流多次为负；近5年营收明显下滑；数据质量为Medium，筛选结果置信度中等
DNUT,US,"Krispy Kreme, Inc. - Common Stock",Grocery Stores,通用,ROE、现金流、资产负债率,-,0.86,-20.9%,39.0%,-46686750.00,74.8%,27.5%,-7.28,未分红/不适用,-0.2%,4,6,80,Medium,中,排除,0,PB低但近5年出现亏损；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；资产负债率偏高；商誉占比偏高；利息覆盖倍数过低；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
DOCU,US,"DocuSign, Inc. - Common Stock",Software - Application,科技,营收增长、自由现金流、研发投入效率,31.85,4.86,15.0%,28.8%,823771500.00,54.7%,10.8%,137.42,未分红/不适用,8.6%,4,6,80,Medium,低,警惕,70,10年ROE波动较大；10年净利润波动较大；数据质量为Medium，筛选结果置信度中等
DOGZ,US,Dogness (International) Corporation - Class A Common Stock,Leisure,通用,ROE、现金流、资产负债率,-,0.18,-2.8%,6.8%,-8231537.75,-,-,-,未分红/不适用,-15.2%,4,6,80,Medium,未知,排除,0,PB低但近5年出现亏损；10年净利润波动较大；长期ROE低于5%；近5年自由现金流多次为负；近5年营收明显下滑；数据质量为Medium，筛选结果置信度中等
DOMH,US,Dominari Holdings Inc. - Common Stock,Capital Markets,金融,杠杆、资产质量、资本约束,-,0.80,-35.6%,5.8%,-17544500.00,38.6%,-,-,未分红/不适用,-,4,6,80,Medium,高,排除,0,金融行业需专项资产质量与资本约束分析；PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；长期ROE低于5%；高杠杆行业，需资产负债表专项分析；数据质量为Medium，筛选结果置信度中等
DOMO,US,"Domo, Inc. - Class B Common Stock",Software - Application,科技,营收增长、自由现金流、研发投入效率,-,-0.81,49.9%,16.6%,-12145000.00,179.0%,4.0%,-,未分红/不适用,1.1%,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；PB低但近5年出现亏损；10年内亏损年份过多；10年ROE波动较大；近5年自由现金流多次为负；资产负债率过高；数据质量为Medium，筛选结果置信度中等
DOO,US,BRP Inc. - Common Subordinate Voting Shares,Recreational Vehicles,通用,ROE、现金流、资产负债率,16.54,9.29,53.3%,105.3%,548875000.00,90.3%,2.8%,2.94,未分红/不适用,-5.6%,4,6,80,Medium,中,排除,0,10年ROE波动较大；10年净利润波动较大；资产负债率过高；利息覆盖倍数偏低；近5年营收增长偏弱；资产负债率相对偏高；数据质量为Medium，筛选结果置信度中等
DORM,US,"Dorman Products, Inc. - Common Stock",Auto Parts,通用,ROE、现金流、资产负债率,19.07,2.44,12.8%,1.7%,108971500.00,40.8%,15.5%,10.64,未分红/不适用,7.1%,4,6,80,Medium,低,通过,85,数据质量为Medium，筛选结果置信度中等
DOX,US,Amdocs Limited - Ordinary Shares,Software - Infrastructure,科技,营收增长、自由现金流、研发投入效率,12.08,1.90,15.4%,0.9%,622961250.00,44.5%,46.3%,17.34,未分红/不适用,-0.3%,4,6,80,Medium,低,排除,45,科技公司营收增长转负；商誉占比过高；数据质量为Medium，筛选结果置信度中等
DPRO,US,Draganfly Inc. - Common Shares,Computer Hardware,科技,营收增长、自由现金流、研发投入效率,-,1.51,-1591.4%,2802.4%,-18124439.25,4.7%,-,-,未分红/不适用,0.5%,4,6,80,Medium,低,排除,0,科技公司自由现金流为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；数据质量为Medium，筛选结果置信度中等
DPZ,US,Domino's Pizza Inc - Common Stock,Restaurants,通用,ROE、现金流、资产负债率,17.67,-2.63,-13.4%,2.1%,514266750.00,327.3%,0.6%,4.93,未分红/不适用,2.9%,4,6,80,Medium,低,排除,20,长期ROE低于5%；资产负债率过高；数据质量为Medium，筛选结果置信度中等
DRCT,US,"Direct Digital Holdings, Inc. - Class A Common Stock",Advertising Agencies,通用,ROE、现金流、资产负债率,-,-0.30,180.7%,587.2%,-3475750.00,134.8%,32.3%,-4.33,未分红/不适用,-27.0%,4,6,80,Medium,低,排除,0,PB低但近5年出现亏损；10年内亏损年份过多；10年ROE波动较大；10年净利润波动较大；资产负债率过高；商誉占比偏高；利息覆盖倍数过低；近5年营收明显下滑；数据质量为Medium，筛选结果置信度中等
DRH,US,Diamondrock Hospitality Company - Common Stock,REIT - Hotel & Motel,地产,净负债率、现金短债比、资产负债率,22.45,1.45,5.5%,1.9%,87391750.00,51.5%,-,2.66,未分红/不适用,3.8%,4,6,80,Medium,低,需专项分析,55,地产需补充净负债率/现金短债比专项数据；长期ROE偏低但PE不低；利息覆盖倍数偏低；数据质量为Medium，筛选结果置信度中等
DRIO,US,DarioHealth Corp. - Common Stock,Health Information Services,通用,ROE、现金流、资产负债率,-,0.85,-75.2%,19.8%,-36041000.00,38.3%,52.2%,-12.78,未分红/不适用,-6.8%,4,6,80,Medium,低,排除,0,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；近5年自由现金流多次为负；商誉占比过高；利息覆盖倍数过低；近5年营收增长偏弱；数据质量为Medium，筛选结果置信度中等
DRMA,US,"Dermata Therapeutics, Inc. - Common Stock",Biotechnology,科技,营收增长、自由现金流、研发投入效率,-,0.52,-297.7%,326.7%,-,20.9%,-,-,未分红/不适用,-,4,6,80,Medium,低,排除,0,PB低但近5年出现亏损；PB低但近5年经营现金流多次为负；10年内亏损年份过多；10年ROE波动较大；长期ROE低于5%；数据质量为Medium，筛选结果置信度中等
